cve_id,published,last_modified,published_year,description,all_nvd_cwes,cwe_699_matches,number_of_nvd_cwes,number_of_cwe_699_matches
CVE-2024-21910,2024-01-03T16:15:09.090,2026-06-17T07:10:23.633,2024,TinyMCE versions before 5.10.0 are affected by a cross-site scripting vulnerability. A remote and unauthenticated attacker could introduce crafted image or link URLs that would result in the execution of arbitrary JavaScript in an editing user's browser.,CWE-79,CWE-79,1,1
CVE-2024-21911,2024-01-03T16:15:09.170,2026-06-17T07:10:23.793,2024,TinyMCE versions before 5.6.0 are affected by a stored cross-site scripting vulnerability. An unauthenticated and remote attacker could insert crafted HTML into the editor resulting in arbitrary JavaScript execution in another user's browser.,CWE-79,CWE-79,1,1
CVE-2024-21631,2024-01-03T17:15:12.790,2026-06-17T07:09:53.110,2024,"Vapor is an HTTP web framework for Swift. Prior to version 4.90.0, Vapor's `vapor_urlparser_parse` function uses `uint16_t` indexes when parsing a URI's components, which may cause integer overflows when parsing untrusted inputs. This vulnerability does not affect Vapor directly but could impact applications relying on the URI type for validating user input. The URI type is used in several places in Vapor. A developer may decide to use URI to represent a URL in their application (especially if that URL is then passed to the HTTP Client) and rely on its public properties and methods. However, URI may fail to properly parse a valid (albeit abnormally long) URL, due to string ranges being converted to 16-bit integers. An attacker may use this behavior to trick the application into accepting a URL to an untrusted destination. By padding the port number with zeros, an attacker can cause an integer overflow to occur when the URL authority is parsed and, as a result, spoof the host. Version 4.90.0 contains a patch for this issue. As a workaround, validate user input before parsing as a URI or, if possible, use Foundation's `URL` and `URLComponents` utilities.
",CWE-1104|CWE-190|CWE-20,CWE-1104|CWE-190,3,2
CVE-2024-21633,2024-01-03T17:15:13.103,2026-06-17T07:09:53.393,2024,"Apktool is a tool for reverse engineering Android APK files. In versions 2.9.1 and prior, Apktool infers resource files' output path according to their resource names which can be manipulated by attacker to place files at desired location on the system Apktool runs on. Affected environments are those in which an attacker may write/overwrite any file that user has write access, and either user name is known or cwd is under user folder. Commit d348c43b24a9de350ff6e5bd610545a10c1fc712 contains a patch for this issue.",CWE-22,CWE-22,1,1
CVE-2024-21634,2024-01-03T23:15:08.943,2026-06-17T07:09:53.523,2024,"Amazon Ion is a Java implementation of the Ion data notation. Prior to version 1.10.5, a potential denial-of-service issue exists in `ion-java` for applications that use `ion-java` to deserialize Ion text encoded data, or deserialize Ion text or binary encoded data into the `IonValue` model and then invoke certain `IonValue` methods on that in-memory representation. An actor could craft Ion data that, when loaded by the affected application and/or processed using the `IonValue` model, results in a `StackOverflowError` originating from the `ion-java` library. The patch is included in `ion-java` 1.10.5. As a workaround, do not load data which originated from an untrusted source or that could have been tampered with.",CWE-770,CWE-770,1,1
CVE-2024-20804,2024-01-04T01:15:09.390,2026-06-17T07:07:55.213,2024,"Path traversal vulnerability in FileUriConverter of MyFiles prior to SMR Jan-2024 Release 1 in Android 11 and Android 12, and version 14.5.00.21 in Android 13 allows local attackers to write arbitrary file.",CWE-22,CWE-22,1,1
CVE-2024-20805,2024-01-04T01:15:09.550,2026-06-17T07:07:55.347,2024,"Path traversal vulnerability in ZipCompressor of MyFiles prior to SMR Jan-2024 Release 1 in Android 11 and Android 12, and version 14.5.00.21 in Android 13 allows local attackers to write arbitrary file.",CWE-22,CWE-22,1,1
CVE-2024-0223,2024-01-04T02:15:28.987,2026-06-17T06:53:01.827,2024,Heap buffer overflow in ANGLE in Google Chrome prior to 120.0.6099.199 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High),CWE-787,CWE-787,1,1
CVE-2024-21636,2024-01-04T20:15:25.300,2026-06-17T07:09:53.780,2024,"view_component is a framework for building reusable, testable, and encapsulated view components in Ruby on Rails. Versions prior to 3.9.0 and 2.83.0 have a cross-site scripting vulnerability that has the potential to impact anyone rendering a component directly from a controller with the view_component gem. Note that only components that define a `#call` method (i.e. instead of using a sidecar template) are affected. The return value of the `#call` method is not sanitized and can include user-defined content. In addition, the return value of the `#output_postamble` methodis not sanitized, which can also lead to cross-site scripting issues. Versions 3.9.0 and 2.83.0 have been released and fully mitigate both the `#call` and the `#output_postamble` vulnerabilities. As a workaround, sanitize the return value of `#call`.",CWE-79,CWE-79,1,1
CVE-2024-0241,2024-01-04T21:15:09.267,2026-06-17T06:53:04.157,2024,"encoded_id-rails versions before 1.0.0.beta2 are affected by an uncontrolled resource consumption vulnerability. A remote and unauthenticated attacker might cause a denial of service condition by sending an HTTP request with an extremely long ""id"" parameter.",CWE-400|CWE-770,CWE-770,2,1
CVE-2024-22048,2024-01-04T21:15:09.940,2026-06-17T07:10:36.673,2024,govuk_tech_docs versions from 2.0.2 to before 3.3.1 are vulnerable to a cross-site scripting vulnerability. Malicious JavaScript may be executed in the user's browser if a malicious search result is displayed on the search page.,CWE-79,CWE-79,1,1
CVE-2024-22049,2024-01-04T21:15:10.013,2026-06-17T07:10:36.833,2024,httparty before 0.21.0 is vulnerable to an assumed-immutable web parameter vulnerability. A remote and unauthenticated attacker can provide a crafted filename parameter during multipart/form-data uploads which could result in attacker controlled filenames being written.,CWE-472,CWE-472,1,1
CVE-2024-22050,2024-01-04T21:15:10.100,2026-06-17T07:10:37.010,2024,"Path traversal in the static file service in Iodine less than 0.7.33 allows an unauthenticated, remote attacker to read files outside the public folder via malicious URLs.",CWE-22,CWE-22,1,1
CVE-2024-22051,2024-01-04T21:15:10.173,2026-06-17T07:10:37.170,2024,"CommonMarker versions prior to 0.23.4 are at risk of an integer overflow vulnerability. This vulnerability can result in possibly unauthenticated remote attackers to cause heap memory corruption, potentially leading to an information leak or remote code execution, via parsing tables with marker rows that contain more than UINT16_MAX columns.",CWE-190,CWE-190,1,1
CVE-2024-22075,2024-01-05T03:15:08.537,2026-06-17T07:10:39.460,2024,Firefly III (aka firefly-iii) before 6.1.1 allows webhooks HTML Injection.,CWE-79,CWE-79,1,1
CVE-2024-22086,2024-01-05T04:15:07.833,2026-06-17T07:10:41.310,2024,"handle_request in http.c in cherry through 4b877df has an sscanf stack-based buffer overflow via a long URI, leading to remote code execution.",CWE-787,CWE-787,1,1
CVE-2024-22087,2024-01-05T04:15:07.880,2026-06-17T07:10:41.493,2024,"route in main.c in Pico HTTP Server in C through f3b69a6 has an sprintf stack-based buffer overflow via a long URI, leading to remote code execution.",CWE-787,CWE-787,1,1
CVE-2024-0246,2024-01-05T14:15:48.250,2026-06-17T06:53:04.830,2024,"A vulnerability classified as problematic has been found in IceWarp 12.0.2.1/12.0.3.1. This affects an unknown part of the file /install/ of the component Utility Download Handler. The manipulation of the argument lang with the input 1%27""()%26%25<zzz><ScRiPt>alert(document.domain)</ScRiPt> leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249759. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",CWE-79,CWE-79,1,1
CVE-2024-0247,2024-01-05T19:15:08.363,2026-06-17T06:53:04.967,2024,A vulnerability classified as critical was found in CodeAstro Online Food Ordering System 1.0. This vulnerability affects unknown code of the file /admin/ of the component Admin Panel. The manipulation of the argument Username leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249778 is the identifier assigned to this vulnerability.,CWE-89,CWE-89,1,1
CVE-2024-21641,2024-01-05T21:15:43.337,2026-06-17T07:09:54.430,2024,"Flarum is open source discussion platform software. Prior to version 1.8.5, the Flarum `/logout` route includes a redirect parameter that allows any third party to redirect users from a (trusted) domain of the Flarum installation to redirect to any link. For logged-in users, the logout must be confirmed. Guests are immediately redirected. This could be used by spammers to redirect to a web address using a trusted domain of a running Flarum installation. The vulnerability has been fixed and published as flarum/core v1.8.5. As a workaround, some extensions modifying the logout route can remedy this issue if their implementation is safe.",CWE-601,CWE-601,1,1
CVE-2024-21642,2024-01-05T22:15:43.190,2026-06-17T07:09:54.570,2024,"D-Tale is a visualizer for Pandas data structures. Users hosting versions D-Tale prior to 3.9.0 publicly can be vulnerable to server-side request forgery (SSRF), allowing attackers to access files on the server. Users should upgrade to version 3.9.0, where the `Load From the Web` input is turned off by default. The only workaround for versions earlier than 3.9.0 is to only host D-Tale to trusted users.",CWE-918,CWE-918,1,1
CVE-2024-0260,2024-01-07T00:15:42.550,2026-06-17T06:53:06.803,2024,"A vulnerability, which was classified as problematic, was found in SourceCodester Engineers Online Portal 1.0. Affected is an unknown function of the file change_password_teacher.php of the component Password Change. The manipulation leads to session expiration. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249816.",CWE-613,CWE-613,1,1
CVE-2024-0262,2024-01-07T02:15:44.623,2026-06-17T06:53:07.077,2024,A vulnerability was found in Online Job Portal 1.0 and classified as problematic. Affected by this issue is some unknown functionality of the file /Admin/News.php of the component Create News Page. The manipulation of the argument News with the input </title><scRipt>alert(0x00C57D)</scRipt> leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249818 is the identifier assigned to this vulnerability.,CWE-79,CWE-79,1,1
CVE-2024-0264,2024-01-07T05:15:09.143,2026-06-17T06:53:07.340,2024,A vulnerability was found in SourceCodester Clinic Queuing System 1.0. It has been declared as critical. This vulnerability affects unknown code of the file /LoginRegistration.php. The manipulation of the argument formToken leads to authorization bypass. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249820.,CWE-639,CWE-639,1,1
CVE-2024-0265,2024-01-07T05:15:09.977,2026-06-17T06:53:07.473,2024,A vulnerability was found in SourceCodester Clinic Queuing System 1.0. It has been rated as critical. This issue affects some unknown processing of the file /index.php of the component GET Parameter Handler. The manipulation of the argument page leads to file inclusion. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249821 was assigned to this vulnerability.,CWE-73,CWE-73,1,1
CVE-2024-0266,2024-01-07T06:15:47.507,2026-06-17T06:53:07.603,2024,A vulnerability classified as problematic has been found in Project Worlds Online Lawyer Management System 1.0. Affected is an unknown function of the component User Registration. The manipulation of the argument First Name leads to cross site scripting. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-249822 is the identifier assigned to this vulnerability.,CWE-79,CWE-79,1,1
CVE-2024-0267,2024-01-07T06:15:47.863,2026-06-17T06:53:07.743,2024,A vulnerability classified as critical was found in Kashipara Hospital Management System up to 1.0. Affected by this vulnerability is an unknown functionality of the file login.php of the component Parameter Handler. The manipulation of the argument email/password leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249823.,CWE-89,CWE-89,1,1
CVE-2024-0268,2024-01-07T08:15:07.393,2026-06-17T06:53:07.870,2024,"A vulnerability, which was classified as critical, has been found in Kashipara Hospital Management System up to 1.0. Affected by this issue is some unknown functionality of the file registration.php. The manipulation of the argument name/email/pass/gender/age/city leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249824.",CWE-89,CWE-89,1,1
CVE-2024-0270,2024-01-07T08:15:07.840,2026-06-17T06:53:08.130,2024,"A vulnerability, which was classified as critical, was found in Kashipara Food Management System up to 1.0. This affects an unknown part of the file item_list_submit.php. The manipulation of the argument item_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249825 was assigned to this vulnerability.",CWE-89,CWE-89,1,1
CVE-2024-0271,2024-01-07T09:15:09.140,2026-06-17T06:53:08.260,2024,A vulnerability has been found in Kashipara Food Management System up to 1.0 and classified as critical. This vulnerability affects unknown code of the file addmaterial_edit.php. The manipulation of the argument id leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249826 is the identifier assigned to this vulnerability.,CWE-89,CWE-89,1,1
CVE-2024-0272,2024-01-07T11:15:16.537,2026-06-17T06:53:08.393,2024,A vulnerability was found in Kashipara Food Management System up to 1.0 and classified as critical. This issue affects some unknown processing of the file addmaterialsubmit.php. The manipulation of the argument material_name leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249827.,CWE-89,CWE-89,1,1
CVE-2024-0273,2024-01-07T11:15:16.987,2026-06-17T06:53:08.523,2024,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been classified as critical. Affected is an unknown function of the file addwaste_entry.php. The manipulation of the argument item_name leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249828.,CWE-89,CWE-89,1,1
CVE-2024-0274,2024-01-07T12:15:14.580,2026-06-17T06:53:08.650,2024,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been declared as critical. Affected by this vulnerability is an unknown functionality of the file billAjax.php. The manipulation of the argument item_name leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249829 was assigned to this vulnerability.,CWE-89,CWE-89,1,1
CVE-2024-0275,2024-01-07T12:15:14.820,2026-06-17T06:53:08.780,2024,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file item_edit_submit.php. The manipulation of the argument id leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. VDB-249830 is the identifier assigned to this vulnerability.,CWE-89,CWE-89,1,1
CVE-2024-0276,2024-01-07T13:15:08.293,2026-06-17T06:53:08.910,2024,A vulnerability classified as critical has been found in Kashipara Food Management System up to 1.0. This affects an unknown part of the file rawstock_used_damaged_smt.php. The manipulation of the argument product_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249831.,CWE-89,CWE-89,1,1
CVE-2024-0277,2024-01-07T13:15:08.540,2026-06-17T06:53:09.040,2024,A vulnerability classified as critical was found in Kashipara Food Management System up to 1.0. This vulnerability affects unknown code of the file party_submit.php. The manipulation of the argument party_name leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249832.,CWE-89,CWE-89,1,1
CVE-2024-0278,2024-01-07T14:15:43.297,2026-06-17T06:53:09.170,2024,"A vulnerability, which was classified as critical, has been found in Kashipara Food Management System up to 1.0. This issue affects some unknown processing of the file partylist_edit_submit.php. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249833 was assigned to this vulnerability.",CWE-89,CWE-89,1,1
CVE-2024-0279,2024-01-07T14:15:43.543,2026-06-17T06:53:09.300,2024,"A vulnerability, which was classified as critical, was found in Kashipara Food Management System up to 1.0. Affected is an unknown function of the file item_list_edit.php. The manipulation of the argument id leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-249834 is the identifier assigned to this vulnerability.",CWE-89,CWE-89,1,1
CVE-2024-0280,2024-01-07T15:15:08.917,2026-06-17T06:53:09.437,2024,A vulnerability has been found in Kashipara Food Management System up to 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file item_type_submit.php. The manipulation of the argument type_name leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249835.,CWE-89,CWE-89,1,1
CVE-2024-0281,2024-01-07T15:15:09.157,2026-06-17T06:53:09.567,2024,A vulnerability was found in Kashipara Food Management System up to 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file loginCheck.php. The manipulation of the argument password leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249836.,CWE-89,CWE-89,1,1
CVE-2024-0282,2024-01-07T16:15:44.133,2026-06-17T06:53:09.703,2024,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been classified as problematic. This affects an unknown part of the file addmaterialsubmit.php. The manipulation of the argument tin leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249837 was assigned to this vulnerability.,CWE-79,CWE-79,1,1
CVE-2024-0283,2024-01-07T16:15:44.380,2026-06-17T06:53:09.830,2024,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been declared as problematic. This vulnerability affects unknown code of the file party_details.php. The manipulation of the argument party_name leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249838 is the identifier assigned to this vulnerability.,CWE-79,CWE-79,1,1
CVE-2024-0284,2024-01-07T17:15:08.427,2026-06-17T06:53:09.963,2024,A vulnerability was found in Kashipara Food Management System up to 1.0. It has been rated as problematic. This issue affects some unknown processing of the file party_submit.php. The manipulation of the argument party_address leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249839.,CWE-79,CWE-79,1,1
CVE-2024-0286,2024-01-07T18:15:16.383,2026-06-17T06:53:10.213,2024,"A vulnerability, which was classified as problematic, was found in PHPGurukul Hospital Management System 1.0. This affects an unknown part of the file index.php#contact_us of the component Contact Form. The manipulation of the argument Name/Email/Message leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249843.",CWE-79,CWE-79,1,1
CVE-2024-0287,2024-01-07T23:15:43.607,2026-06-17T06:53:10.340,2024,A vulnerability was found in Kashipara Food Management System 1.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file itemBillPdf.php. The manipulation of the argument printid leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249848.,CWE-89,CWE-89,1,1
CVE-2024-0288,2024-01-08T00:15:43.947,2026-06-17T06:53:10.467,2024,A vulnerability classified as critical has been found in Kashipara Food Management System 1.0. This affects an unknown part of the file rawstock_used_damaged_submit.php. The manipulation of the argument product_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-249849 was assigned to this vulnerability.,CWE-89,CWE-89,1,1
CVE-2024-0289,2024-01-08T00:15:44.190,2026-06-17T06:53:10.603,2024,A vulnerability classified as critical was found in Kashipara Food Management System 1.0. This vulnerability affects unknown code of the file stock_entry_submit.php. The manipulation of the argument itemype leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. VDB-249850 is the identifier assigned to this vulnerability.,CWE-89,CWE-89,1,1
CVE-2024-0290,2024-01-08T01:15:10.607,2026-06-17T06:53:10.740,2024,"A vulnerability, which was classified as critical, has been found in Kashipara Food Management System 1.0. This issue affects some unknown processing of the file stock_edit.php. The manipulation of the argument item_type leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249851.",CWE-89,CWE-89,1,1
CVE-2024-0292,2024-01-08T02:15:14.367,2026-06-17T06:53:11.010,2024,A vulnerability classified as critical has been found in Totolink LR1200GB 9.1.0u.6619_B20230130. Affected is the function setOpModeCfg of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument hostName leads to os command injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-249858 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,CWE-78,CWE-78,1,1
CVE-2024-0293,2024-01-08T03:15:13.820,2026-06-17T06:53:11.147,2024,A vulnerability classified as critical was found in Totolink LR1200GB 9.1.0u.6619_B20230130. Affected by this vulnerability is the function setUploadSetting of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument FileName leads to os command injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-249859. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,CWE-78,CWE-78,1,1
CVE-2024-0294,2024-01-08T03:15:14.050,2026-06-17T06:53:11.287,2024,"A vulnerability, which was classified as critical, has been found in Totolink LR1200GB 9.1.0u.6619_B20230130. Affected by this issue is the function setUssd of the file /cgi-bin/cstecgi.cgi. The manipulation of the argument ussd leads to os command injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The identifier of this vulnerability is VDB-249860. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",CWE-78,CWE-78,1,1
