cve_id,published,last_modified,published_year,description,all_nvd_cwes,cwe_699_matches,number_of_nvd_cwes,number_of_cwe_699_matches
CVE-2025-0195,2025-01-03T18:15:17.317,2026-06-17T08:26:03.260,2025,A vulnerability was found in code-projects Point of Sales and Inventory Management System 1.0. It has been rated as critical. Affected by this issue is some unknown functionality of the file /user/del_product.php. The manipulation of the argument id leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0196,2025-01-03T19:15:12.793,2026-06-17T08:26:03.400,2025,A vulnerability classified as critical has been found in code-projects Point of Sales and Inventory Management System 1.0. This affects an unknown part of the file /user/plist.php. The manipulation of the argument cat leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0197,2025-01-03T20:15:28.873,2026-06-17T08:26:03.530,2025,A vulnerability classified as critical was found in code-projects Point of Sales and Inventory Management System 1.0. This vulnerability affects unknown code of the file /user/search.php. The manipulation of the argument name leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0198,2025-01-03T21:15:14.053,2026-06-17T08:26:03.667,2025,"A vulnerability, which was classified as critical, has been found in code-projects Point of Sales and Inventory Management System 1.0. This issue affects some unknown processing of the file /user/search_result.php. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.",CWE-74|CWE-89,CWE-89,2,1
CVE-2025-22376,2025-01-03T22:15:07.917,2026-06-17T08:46:53.810,2025,"In Net::OAuth::Client in the Net::OAuth package before 0.29 for Perl, the default nonce is a 32-bit integer generated from the built-in rand() function, which is not cryptographically strong.",CWE-338,CWE-338,1,1
CVE-2025-0199,2025-01-03T23:15:08.707,2026-06-17T08:26:03.803,2025,"A vulnerability, which was classified as critical, was found in code-projects Point of Sales and Inventory Management System 1.0. Affected is an unknown function of the file /user/minus_cart.php. The manipulation of the argument id leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.",CWE-74|CWE-89,CWE-89,2,1
CVE-2025-22383,2025-01-04T02:15:06.797,2026-06-17T08:46:55.457,2025,"An issue was discovered in Optimizely Configured Commerce before 5.2.2408. A medium-severity input validation issue exists in the Commerce B2B application, affecting the Contact Us functionality. This allows visitors to send e-mail messages that could contain unfiltered HTML markup in specific scenarios.",CWE-79,CWE-79,1,1
CVE-2025-22384,2025-01-04T02:15:06.937,2026-06-17T08:46:56.000,2025,"An issue was discovered in Optimizely Configured Commerce before 5.2.2408. A medium-severity issue concerning business logic exists in the Commerce B2B application, which allows storefront visitors to purchase discontinued products in specific scenarios where requests are altered before reaching the server.",CWE-472,CWE-472,1,1
CVE-2025-22386,2025-01-04T02:15:07.230,2026-06-17T08:46:57.220,2025,"An issue was discovered in Optimizely Configured Commerce before 5.2.2408. A medium-severity session issue exists in the Commerce B2B application, affecting the longevity of active sessions in the storefront. This allows session tokens tied to logged-out sessions to still be active and usable.",CWE-613,CWE-613,1,1
CVE-2025-22388,2025-01-04T02:15:07.480,2026-06-17T08:46:58.300,2025,"An issue was discovered in Optimizely EPiServer.CMS.Core before 12.22.0. A high-severity Stored Cross-Site Scripting (XSS) vulnerability exists in the CMS, allowing malicious actors to inject and execute arbitrary JavaScript code, potentially compromising user data, escalating privileges, or executing unauthorized actions. The issue exists in multiple areas, including content editing, link management, and file uploads.",CWE-79,CWE-79,1,1
CVE-2025-22389,2025-01-04T02:15:07.600,2026-06-17T08:46:58.843,2025,"An issue was discovered in Optimizely EPiServer.CMS.Core before 12.32.0. A medium-severity vulnerability exists in the CMS, where the application does not properly validate uploaded files. This allows the upload of potentially malicious file types, including .docm .html. When accessed by application users, these files can be used to execute malicious actions or compromise users' systems.",CWE-434,CWE-434,1,1
CVE-2025-22390,2025-01-04T02:15:07.747,2026-06-17T08:46:59.383,2025,"An issue was discovered in Optimizely EPiServer.CMS.Core before 12.32.0. A medium-severity vulnerability exists in the CMS due to insufficient enforcement of password complexity requirements. The application permits users to set passwords with a minimum length of 6 characters, lacking adequate complexity to resist modern attack techniques such as password spraying or offline password cracking.",CWE-521,CWE-521,1,1
CVE-2025-0200,2025-01-04T03:15:07.020,2026-06-17T08:26:03.940,2025,A vulnerability has been found in code-projects Point of Sales and Inventory Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /user/search_num.php. The manipulation of the argument search leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0201,2025-01-04T04:15:05.620,2026-06-17T08:26:04.080,2025,A vulnerability was found in code-projects Point of Sales and Inventory Management System 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file /user/update_account.php. The manipulation of the argument username leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0202,2025-01-04T05:15:07.660,2026-06-17T08:26:04.210,2025,A vulnerability was found in TCS BaNCS 10. It has been classified as problematic. This affects an unknown part of the file /REPORTS/REPORTS_SHOW_FILE.jsp. The manipulation of the argument FilePath leads to file inclusion. The real existence of this vulnerability is still doubted at the moment.,CWE-73,CWE-73,1,1
CVE-2025-0203,2025-01-04T07:15:18.153,2026-06-17T08:26:04.337,2025,A vulnerability was found in code-projects Student Management System 1.0. It has been declared as critical. This vulnerability affects the function showSubject1 of the file /config/DbFunction.php. The manipulation of the argument sid leads to sql injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. Other parameters might be affected as well.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0204,2025-01-04T08:15:06.923,2026-06-17T08:26:04.473,2025,A vulnerability was found in code-projects Online Shoe Store 1.0. It has been rated as critical. This issue affects some unknown processing of the file /details.php. The manipulation of the argument id leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0205,2025-01-04T09:15:06.280,2026-06-17T08:26:04.610,2025,A vulnerability classified as critical has been found in code-projects Online Shoe Store 1.0. Affected is an unknown function of the file /details2.php. The manipulation of the argument id leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0206,2025-01-04T12:15:24.830,2026-06-17T08:26:04.747,2025,A vulnerability classified as critical was found in code-projects Online Shoe Store 1.0. Affected by this vulnerability is an unknown functionality of the file /admin/index.php. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-266|CWE-284,CWE-266,2,1
CVE-2025-0207,2025-01-04T13:15:07.383,2026-06-17T08:26:04.880,2025,"A vulnerability, which was classified as critical, has been found in code-projects Online Shoe Store 1.0. Affected by this issue is some unknown functionality of the file /function/login.php. The manipulation of the argument password leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.",CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0208,2025-01-04T13:15:07.557,2026-06-17T08:26:05.017,2025,"A vulnerability, which was classified as critical, was found in code-projects Online Shoe Store 1.0. This affects an unknown part of the file /summary.php. The manipulation of the argument tid leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.",CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0210,2025-01-04T14:15:22.590,2026-06-17T08:26:05.260,2025,A vulnerability has been found in Campcodes School Faculty Scheduling System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /admin/ajax.php?action=login. The manipulation of the argument username leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0211,2025-01-04T15:15:07.277,2026-06-17T08:26:05.393,2025,A vulnerability was found in Campcodes School Faculty Scheduling System 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file /admin/index.php. The manipulation of the argument page leads to file inclusion. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-73,CWE-73,1,1
CVE-2025-0212,2025-01-04T16:15:23.003,2026-06-17T08:26:05.530,2025,A vulnerability was found in Campcodes Student Grading System 1.0. It has been classified as critical. This affects an unknown part of the file /view_students.php. The manipulation of the argument id leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0213,2025-01-04T17:15:06.743,2026-06-17T08:26:05.663,2025,A vulnerability was found in Campcodes Project Management System 1.0. It has been declared as critical. This vulnerability affects unknown code of the file /forms/update_forms.php?action=change_pic2&id=4. The manipulation of the argument file leads to unrestricted upload. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,CWE-284|CWE-434,CWE-434,2,1
CVE-2025-0214,2025-01-04T17:15:07.507,2026-06-17T08:26:05.810,2025,A vulnerability was found in TMD Custom Header Menu 4.0.0.1 on OpenCart. It has been rated as problematic. This issue affects some unknown processing of the file /admin/index.php. The manipulation of the argument headermenu_id leads to sql injection. The attack may be initiated remotely. The complexity of an attack is rather high. The exploitation is known to be difficult. The exploit has been disclosed to the public and may be used. It is recommended to upgrade the affected component.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0219,2025-01-05T06:15:05.183,2026-06-17T08:26:06.263,2025,"A vulnerability, which was classified as problematic, has been found in Trimble SPS851 488.01. Affected by this issue is some unknown functionality of the component Receiver Status Identity Tab. The manipulation of the argument System Name leads to cross site scripting. The attack may be launched remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.",CWE-79|CWE-94,CWE-79|CWE-94,2,2
CVE-2025-0220,2025-01-05T13:15:05.850,2026-06-17T08:26:06.383,2025,"A vulnerability, which was classified as problematic, was found in Trimble SPS851 488.01. This affects an unknown part of the component Ethernet Configuration Menu. The manipulation of the argument Hostname leads to cross site scripting. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.",CWE-79|CWE-94,CWE-79|CWE-94,2,2
CVE-2025-0221,2025-01-05T15:15:17.473,2026-06-17T08:26:06.510,2025,A vulnerability has been found in IOBit Protected Folder up to 1.3.0 and classified as problematic. This vulnerability affects the function 0x22200c in the library pffilter.sys of the component IOCTL Handler. The manipulation leads to null pointer dereference. The attack needs to be approached locally. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,CWE-404|CWE-476,CWE-476,2,1
CVE-2025-0222,2025-01-05T16:15:05.217,2026-06-17T08:26:06.643,2025,A vulnerability was found in IObit Protected Folder up to 13.6.0.5 and classified as problematic. This issue affects the function 0x8001E000/0x8001E004 in the library IUProcessFilter.sys of the component IOCTL Handler. The manipulation leads to null pointer dereference. An attack has to be approached locally. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,CWE-404|CWE-476,CWE-476,2,1
CVE-2025-0223,2025-01-05T16:15:05.497,2026-06-17T08:26:06.780,2025,A vulnerability was found in IObit Protected Folder up to 13.6.0.5. It has been classified as problematic. Affected is the function 0x8001E000/0x8001E00C/0x8001E004/0x8001E010 in the library IURegistryFilter.sys of the component IOCTL Handler. The manipulation leads to null pointer dereference. Local access is required to approach this attack. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,CWE-404|CWE-476,CWE-476,2,1
CVE-2025-0228,2025-01-05T19:15:06.320,2026-06-17T08:26:07.420,2025,A vulnerability has been found in code-projects Local Storage Todo App 1.0 and classified as problematic. This vulnerability affects unknown code of the file /js-todo-app/index.html. The manipulation of the argument Add leads to cross site scripting. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used.,CWE-79|CWE-94,CWE-79|CWE-94,2,2
CVE-2025-0229,2025-01-05T20:15:05.383,2026-06-17T08:26:07.553,2025,"A vulnerability, which was classified as critical, has been found in code-projects Travel Management System 1.0. This issue affects some unknown processing of the file /enquiry.php. The manipulation of the argument pid/t1/t2/t3/t4/t5/t6/t7 leads to sql injection. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used.",CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0230,2025-01-05T21:15:06.267,2026-06-17T08:26:07.687,2025,"A vulnerability, which was classified as critical, was found in code-projects Responsive Hotel Site 1.0. Affected is an unknown function of the file /admin/print.php. The manipulation of the argument pid leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.",CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0231,2025-01-05T22:15:05.540,2026-06-17T08:26:07.827,2025,A vulnerability has been found in Codezips Gym Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /dashboard/admin/submit_payments.php. The manipulation of the argument m_id leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0232,2025-01-05T22:15:05.767,2026-06-17T08:26:07.963,2025,A vulnerability was found in Codezips Blood Bank Management System 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file /successadmin.php. The manipulation of the argument psw leads to sql injection. The attack may be launched remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-0233,2025-01-05T23:15:07.320,2026-06-17T08:26:08.103,2025,A vulnerability was found in Codezips Project Management System 1.0. It has been classified as critical. This affects an unknown part of the file /pages/forms/course.php. The manipulation of the argument course_name leads to sql injection. It is possible to initiate the attack remotely. The exploit has been disclosed to the public and may be used.,CWE-74|CWE-89,CWE-89,2,1
CVE-2025-21604,2025-01-06T16:15:30.927,2026-06-17T08:43:50.290,2025,"LangChain4j-AIDeepin is a Retrieval enhancement generation (RAG) project. Prior to 3.5.0, LangChain4j-AIDeepin uses MD5 to hash files, which may cause file upload conflicts. This issue is fixed in 3.5.0.",CWE-328,CWE-328,1,1
CVE-2025-21612,2025-01-06T16:15:31.633,2026-06-17T08:43:51.190,2025,"TabberNeue is a MediaWiki extension that allows the wiki to create tabs. Prior to 2.7.2, TabberTransclude.php doesn't escape the user-supplied page name when outputting, so an XSS payload as the page name can be used here. This vulnerability is fixed in 2.7.2.",CWE-79|CWE-80,CWE-79,2,1
CVE-2025-21613,2025-01-06T17:15:47.043,2026-06-17T08:43:51.353,2025,"go-git is a highly extensible git implementation library written in pure Go. An argument injection vulnerability was discovered in go-git versions prior to v5.13. Successful exploitation of this vulnerability could allow an attacker to set arbitrary values to git-upload-pack flags. This only happens when the file transport protocol is being used, as that is the only protocol that shells out to git binaries. This vulnerability is fixed in 5.13.0.",CWE-88,CWE-88,1,1
CVE-2025-21617,2025-01-06T20:15:39.453,2026-06-17T08:43:51.967,2025,"Guzzle OAuth Subscriber signs Guzzle requests using OAuth 1.0. Prior to 0.8.1, Nonce generation does not use sufficient entropy nor a cryptographically secure pseudorandom source. This can leave servers vulnerable to replay attacks when TLS is not used. This vulnerability is fixed in 0.8.1.",CWE-338,CWE-338,1,1
CVE-2025-21616,2025-01-06T22:15:11.023,2026-06-17T08:43:51.853,2025,"Plane is an open-source project management tool. A cross-site scripting (XSS) vulnerability has been identified in Plane versions prior to 0.23. The vulnerability allows authenticated users to upload SVG files containing malicious JavaScript code as profile images, which gets executed in victims' browsers when viewing the profile image.",CWE-79,CWE-79,1,1
CVE-2025-22395,2025-01-07T03:15:06.047,2026-06-17T08:47:01.420,2025,"Dell Update Package Framework, versions prior to 22.01.02, contain(s) a Local Privilege Escalation Vulnerability. A local low privileged attacker could potentially exploit this vulnerability, leading to the execution of arbitrary remote scripts on the server. Exploitation may lead to a denial of service by an attacker.",CWE-280,CWE-280,1,1
CVE-2025-22261,2025-01-07T11:15:13.290,2026-06-17T08:45:58.803,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Marcus (aka @msykes) WP FullCalendar wp-fullcalendar allows Stored XSS.This issue affects WP FullCalendar: from n/a through <= 1.5.,CWE-79,CWE-79,1,1
CVE-2025-22293,2025-01-07T11:15:13.473,2026-06-17T08:46:13.737,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in gutentor Gutentor gutentor allows DOM-Based XSS.This issue affects Gutentor: from n/a through <= 3.4.3.,CWE-79,CWE-79,1,1
CVE-2025-22303,2025-01-07T11:15:14.563,2026-06-17T08:46:18.610,2025,Insertion of Sensitive Information Into Sent Data vulnerability in brandtoss WP Mailster wp-mailster allows Retrieve Embedded Sensitive Data.This issue affects WP Mailster: from n/a through <= 1.8.17.0.,CWE-201,CWE-201,1,1
CVE-2025-22308,2025-01-07T11:15:15.043,2026-06-17T08:46:20.993,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Takashi Kitajima Smart Custom Fields smart-custom-fields allows Stored XSS.This issue affects Smart Custom Fields: from n/a through <= 5.0.0.,CWE-79,CWE-79,1,1
CVE-2025-22309,2025-01-07T11:15:15.190,2026-06-17T08:46:21.467,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in RopeSwingHld SpeakOut! Email Petitions speakout allows DOM-Based XSS.This issue affects SpeakOut! Email Petitions: from n/a through <= 4.4.2.,CWE-79,CWE-79,1,1
CVE-2025-22310,2025-01-07T11:15:15.320,2026-06-17T08:46:21.943,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in marsian TemplatesNext ToolKit templatesnext-toolkit allows Stored XSS.This issue affects TemplatesNext ToolKit: from n/a through <= 3.2.9.,CWE-79,CWE-79,1,1
CVE-2025-22312,2025-01-07T11:15:15.480,2026-06-17T08:46:22.897,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ThimPress Thim Elementor Kit thim-elementor-kit allows DOM-Based XSS.This issue affects Thim Elementor Kit: from n/a through <= 1.2.9.,CWE-79,CWE-79,1,1
CVE-2025-22315,2025-01-07T11:15:15.627,2026-06-17T08:46:24.323,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in WPDeveloper Typing Text typing-text allows Stored XSS.This issue affects Typing Text: from n/a through <= 1.2.7.,CWE-79,CWE-79,1,1
CVE-2025-22316,2025-01-07T11:15:15.763,2026-06-17T08:46:24.803,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpbits WPBITS Addons For Elementor Page Builder wpbits-addons-for-elementor allows Stored XSS.This issue affects WPBITS Addons For Elementor Page Builder: from n/a through <= 1.5.1.,CWE-79,CWE-79,1,1
CVE-2025-22320,2025-01-07T11:15:15.910,2026-06-17T08:46:26.873,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in ProductDyno ProductDyno productdyno allows Reflected XSS.This issue affects ProductDyno: from n/a through <= 1.0.24.,CWE-79,CWE-79,1,1
CVE-2025-22321,2025-01-07T11:15:16.073,2026-06-17T08:46:27.360,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in TheInnovs ElementsCSS Addons for Elementor css-for-elementor allows Stored XSS.This issue affects ElementsCSS Addons for Elementor: from n/a through <= 1.0.8.9.,CWE-79,CWE-79,1,1
CVE-2025-22323,2025-01-07T11:15:16.297,2026-06-17T08:46:28.307,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Liton Arefin Image Hover Effects for Elementor image-hover-effects-elementor-addon allows Stored XSS.This issue affects Image Hover Effects for Elementor: from n/a through <= 1.0.2.4.,CWE-79,CWE-79,1,1
CVE-2025-22324,2025-01-07T11:15:16.437,2026-06-17T08:46:28.777,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Andon Ivanov OZ Canonical oz-canonical allows Reflected XSS.This issue affects OZ Canonical: from n/a through <= 0.5.,CWE-79,CWE-79,1,1
CVE-2025-22326,2025-01-07T11:15:16.730,2026-06-17T08:46:29.720,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in 5centsCDN 5centsCDN 5centscdn allows Reflected XSS.This issue affects 5centsCDN: from n/a through <= 25.4.15.,CWE-79,CWE-79,1,1
CVE-2025-22327,2025-01-07T11:15:16.870,2026-06-17T08:46:30.193,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Olaf Lederer EO4WP fw-integration-for-emailoctopus allows Stored XSS.This issue affects EO4WP: from n/a through <= 1.0.8.1.,CWE-79,CWE-79,1,1
CVE-2025-22333,2025-01-07T11:15:17.160,2026-06-17T08:46:33.023,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in piotnetdotcom Piotnet Addons For Elementor piotnet-addons-for-elementor allows Stored XSS.This issue affects Piotnet Addons For Elementor: from n/a through <= 2.4.31.,CWE-79,CWE-79,1,1
CVE-2025-22339,2025-01-07T11:15:17.463,2026-06-17T08:46:35.853,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in athemeart Store Commerce store-commerce allows DOM-Based XSS.This issue affects Store Commerce: from n/a through <= 1.2.3.,CWE-79,CWE-79,1,1
CVE-2025-22348,2025-01-07T11:15:18.037,2026-06-17T08:46:40.237,2025,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in rtowebsites DynamicTags dynamictags allows Blind SQL Injection.This issue affects DynamicTags: from n/a through <= 1.4.0.,CWE-89,CWE-89,1,1
CVE-2025-22349,2025-01-07T11:15:18.183,2026-06-17T08:46:40.713,2025,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in WP Marka WordPress Auction Plugin wp-auctions allows SQL Injection.This issue affects WordPress Auction Plugin: from n/a through <= 3.7.,CWE-89,CWE-89,1,1
CVE-2025-22351,2025-01-07T11:15:18.330,2026-06-17T08:46:41.693,2025,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in penguinarts Contact Form 7 Database – CFDB7 advanced-cf7-database allows SQL Injection.This issue affects Contact Form 7 Database – CFDB7: from n/a through <= 1.0.0.,CWE-89,CWE-89,1,1
CVE-2025-22352,2025-01-07T11:15:18.527,2026-06-17T08:46:42.173,2025,"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in ELEXtensions ELEX WooCommerce Advanced Bulk Edit Products, Prices & Attributes elex-bulk-edit-products-prices-attributes-for-woocommerce-basic allows Blind SQL Injection.This issue affects ELEX WooCommerce Advanced Bulk Edit Products, Prices & Attributes: from n/a through <= 1.4.9.",CWE-89,CWE-89,1,1
CVE-2025-22353,2025-01-07T11:15:18.693,2026-06-17T08:46:42.657,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in bvads BVD Easy Gallery Manager bvd-easy-gallery-manager allows Reflected XSS.This issue affects BVD Easy Gallery Manager: from n/a through <= 1.0.6.,CWE-79,CWE-79,1,1
CVE-2025-22355,2025-01-07T11:15:18.857,2026-06-17T08:46:43.603,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in asokaaso2 Kikx Simple Post Author Filter sa-post-author-filter allows Reflected XSS.This issue affects Kikx Simple Post Author Filter: from n/a through <= 1.0.,CWE-79,CWE-79,1,1
CVE-2025-22357,2025-01-07T11:15:19.013,2026-06-17T08:46:44.557,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in wpdever Target Notifications target-notifications allows Reflected XSS.This issue affects Target Notifications: from n/a through <= 1.1.1.,CWE-79,CWE-79,1,1
CVE-2025-22358,2025-01-07T11:15:19.167,2026-06-17T08:46:45.043,2025,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Simone Marcon Wp advertising management advertising-management allows Reflected XSS.This issue affects Wp advertising management: from n/a through <= 1.0.3.,CWE-79,CWE-79,1,1
